ID,Date,Element,Data_Value
UPM00034519,2014-04-26,TMAX,205
UPM00034524,2005-12-13,TMIN,-24
UPM00034524,2007-07-22,TMAX,316
UPM00034519,2005-08-26,TMAX,181
UPM00034519,2007-11-20,TMIN,-21
UPM00034524,2006-02-17,TMIN,-194
UPM00034519,2007-12-14,TMIN,-4
UPM00034524,2006-02-17,TMAX,-35
UPM00034524,2005-11-15,TMAX,-29
UPM00034519,2012-06-05,TMAX,293
UPM00034524,2008-12-30,TMIN,-111
UPM00034519,2011-10-11,TMAX,207
UPM00034519,2011-10-11,TMIN,117
UPM00034519,2011-08-29,TMAX,292
UPM00034519,2011-08-29,TMIN,148
UPM00034519,2009-03-30,TMIN,18
UPM00034519,2008-02-27,TMIN,-6
UPM00034519,2011-07-11,TMIN,173
UPM00034519,2011-07-11,TMAX,285
UPM00034519,2007-07-13,TMIN,219
UPM00034524,2007-01-30,TMAX,-87
UPM00034519,2005-04-24,TMAX,144
UPM00034519,2005-01-05,TMIN,-32
UPM00034524,2014-11-06,TMAX,136
UPM00034524,2007-05-06,TMAX,143
UPM00034524,2014-11-06,TMIN,16
UPM00034519,2005-04-24,TMIN,11
UPM00034524,2005-11-17,TMAX,95
UPM00034519,2010-09-09,TMAX,114
UPM00034524,2005-11-17,TMIN,-10
UPM00034519,2009-01-20,TMIN,-88
UPM00034519,2012-06-05,TMIN,160
UPM00034524,2005-11-15,TMIN,-53
UPM00034519,2005-01-05,TMAX,-12
UPM00034524,2005-12-06,TMIN,-27
UPM00034519,2007-11-20,TMAX,15
UPM00034524,2005-08-03,TMIN,181
UPM00034524,2007-06-15,TMAX,314
UPM00034519,2009-05-12,TMIN,100
UPM00034519,2010-05-19,TMAX,224
UPM00034524,2006-08-23,TMIN,157
UPM00034519,2012-04-06,TMIN,83
UPM00034519,2012-04-06,TMAX,217
UPM00034519,2010-05-19,TMIN,100
UPM00034519,2005-10-21,TMAX,71
UPM00034519,2005-10-21,TMIN,-46
UPM00034524,2009-01-18,TMIN,-28
UPM00034519,2013-04-14,TMIN,75
UPM00034519,2013-04-14,TMAX,170
UPM00034519,2013-05-06,TMAX,240
UPM00034519,2012-10-30,TMAX,198
UPM00034519,2012-10-30,TMIN,144
UPM00034524,2007-04-01,TMAX,136
UPM00034519,2007-05-04,TMIN,13
UPM00034519,2007-05-04,TMAX,111
UPM00034524,2014-08-09,TMAX,307
UPM00034524,2014-08-09,TMIN,186
UPM00034519,2007-06-18,TMIN,172
UPM00034519,2007-06-18,TMAX,293
UPM00034519,2007-03-28,TMIN,-32
UPM00034524,2007-06-15,TMIN,180
UPM00034524,2005-08-03,TMAX,292
UPM00034524,2005-12-06,TMAX,-3
UPM00034524,2007-06-21,TMIN,130
UPM00034519,2006-11-21,TMAX,-24
UPM00034519,2006-11-21,TMIN,-34
UPM00034519,2008-11-06,TMIN,6
UPM00034524,2006-03-11,TMIN,-86
UPM00034519,2012-03-24,TMAX,44
UPM00034519,2013-11-29,TMAX,21
UPM00034524,2006-01-27,TMAX,-75
UPM00034519,2006-07-15,TMIN,164
UPM00034519,2010-09-13,TMIN,120
UPM00034519,2010-09-13,TMAX,246
UPM00034519,2013-01-04,TMIN,-14
UPM00034519,2012-10-12,TMAX,150
UPM00034524,2007-06-26,TMIN,135
UPM00034524,2007-06-26,TMAX,265
UPM00034519,2014-03-17,TMIN,-16
UPM00034524,2007-11-12,TMIN,-31
UPM00034519,2008-10-20,TMIN,43
UPM00034519,2013-09-04,TMAX,196
UPM00034524,2007-11-12,TMAX,25
UPM00034519,2014-04-06,TMIN,-44
UPM00034519,2014-04-06,TMAX,116
UPM00034524,2006-05-23,TMAX,245
UPM00034524,2006-05-23,TMIN,106
UPM00034519,2014-01-14,TMAX,-8
UPM00034519,2005-01-24,TMIN,-22
UPM00034524,2005-12-07,TMAX,50
UPM00034524,2005-09-01,TMIN,65
UPM00034519,2005-08-16,TMAX,314
UPM00034519,2005-03-18,TMIN,26
UPM00034519,2011-02-25,TMAX,-79
UPM00034519,2006-08-11,TMAX,308
UPM00034524,2005-08-08,TMIN,173
UPM00034519,2011-03-09,TMAX,-11
UPM00034519,2008-07-26,TMAX,293
UPM00034519,2011-03-09,TMIN,-104
UPM00034519,2013-01-16,TMIN,-66
UPM00034524,2008-08-07,TMAX,222
UPM00034519,2013-01-16,TMAX,2
UPM00034524,2005-08-08,TMAX,308
UPM00034519,2005-02-22,TMAX,44
UPM00034519,2005-02-22,TMIN,-69
UPM00034519,2009-03-02,TMIN,-53
UPM00034519,2013-06-19,TMAX,260
UPM00034519,2005-07-06,TMAX,193
UPM00034519,2005-07-06,TMIN,139
UPM00034519,2005-08-17,TMIN,187
UPM00034519,2010-05-12,TMIN,106
UPM00034519,2010-05-12,TMAX,222
UPM00034519,2012-06-08,TMAX,236
UPM00034519,2008-01-03,TMIN,-140
UPM00034519,2005-08-16,TMIN,168
UPM00034519,2012-06-08,TMIN,134
UPM00034524,2005-12-23,TMIN,-81
UPM00034519,2011-02-25,TMIN,-111
UPM00034519,2008-09-08,TMAX,306
UPM00034519,2012-03-11,TMIN,-123
UPM00034519,2012-03-11,TMAX,-3
UPM00034519,2012-11-18,TMIN,-54
UPM00034519,2012-11-18,TMAX,54
UPM00034519,2009-04-24,TMIN,-10
UPM00034524,2005-05-18,TMAX,244
UPM00034519,2008-03-17,TMAX,84
UPM00034524,2005-05-18,TMIN,135
UPM00034519,2008-12-03,TMIN,28
UPM00034519,2008-07-12,TMIN,138
UPM00034519,2011-04-21,TMAX,101
UPM00034519,2011-04-21,TMIN,-21
UPM00034524,2014-11-17,TMIN,-74
UPM00034519,2008-07-12,TMAX,268
UPM00034519,2008-09-11,TMAX,219
UPM00034519,2008-09-11,TMIN,149
UPM00034519,2014-03-26,TMIN,24
UPM00034519,2014-03-26,TMAX,206
UPM00034519,2011-01-22,TMAX,-23
UPM00034519,2010-08-21,TMAX,204
UPM00034519,2011-01-22,TMIN,-103
UPM00034524,2005-11-09,TMAX,92
UPM00034524,2005-12-23,TMAX,-57
UPM00034519,2009-12-12,TMAX,-16
UPM00034524,2005-03-11,TMAX,-55
UPM00034524,2005-03-11,TMIN,-116
UPM00034524,2014-09-11,TMAX,244
UPM00034524,2014-09-11,TMIN,136
UPM00034524,2008-02-06,TMIN,-28
UPM00034519,2006-12-27,TMIN,-138
UPM00034519,2013-05-31,TMIN,180
UPM00034519,2010-09-29,TMAX,224
UPM00034524,2005-01-05,TMIN,-51
UPM00034519,2013-05-31,TMAX,284
UPM00034519,2008-08-30,TMAX,281
UPM00034519,2009-08-28,TMAX,290
UPM00034519,2009-08-28,TMIN,127
UPM00034519,2005-05-06,TMAX,181
UPM00034519,2010-04-08,TMIN,42
UPM00034519,2010-04-08,TMAX,83
UPM00034519,2011-07-17,TMAX,343
UPM00034519,2011-10-24,TMAX,84
UPM00034519,2011-10-24,TMIN,-8
UPM00034519,2011-07-17,TMIN,203
UPM00034524,2005-12-07,TMIN,-16
UPM00034519,2012-02-01,TMAX,-193
UPM00034519,2012-02-01,TMIN,-229
UPM00034519,2007-06-22,TMAX,249
UPM00034524,2005-09-01,TMAX,190
UPM00034524,2005-01-05,TMAX,-10
UPM00034519,2012-12-07,TMIN,-6
UPM00034519,2012-12-07,TMAX,40
UPM00034519,2009-04-29,TMAX,225
UPM00034524,2005-01-10,TMAX,42
UPM00034524,2005-05-09,TMIN,113
UPM00034524,2006-02-16,TMAX,-120
UPM00034519,2009-10-21,TMAX,162
UPM00034519,2009-10-21,TMIN,128
UPM00034524,2006-02-16,TMIN,-175
UPM00034524,2005-01-10,TMIN,-4
UPM00034524,2005-11-09,TMIN,5
UPM00034519,2012-07-27,TMIN,212
UPM00034519,2013-12-18,TMAX,4
UPM00034519,2012-07-27,TMAX,339
UPM00034519,2012-08-22,TMAX,223
UPM00034519,2007-02-07,TMIN,-9
UPM00034519,2013-08-12,TMIN,196
UPM00034524,2006-03-17,TMIN,-14
UPM00034524,2006-03-17,TMAX,22
UPM00034519,2012-05-23,TMIN,148
UPM00034519,2012-05-23,TMAX,301
UPM00034519,2012-11-10,TMAX,109
UPM00034519,2013-08-12,TMAX,316
UPM00034519,2009-04-29,TMIN,89
UPM00034519,2012-11-10,TMIN,30
UPM00034524,2005-04-26,TMIN,56
UPM00034524,2005-04-26,TMAX,166
UPM00034519,2013-12-18,TMIN,-28
UPM00034519,2012-08-22,TMIN,53
UPM00034519,2010-11-27,TMIN,42
UPM00034519,2013-10-01,TMIN,-2
UPM00034519,2010-07-30,TMIN,183
UPM00034519,2010-07-30,TMAX,320
UPM00034524,2008-07-28,TMAX,253
UPM00034524,2008-07-28,TMIN,159
UPM00034524,2005-01-04,TMAX,0
UPM00034519,2011-01-30,TMIN,-128
UPM00034524,2005-08-22,TMAX,251
UPM00034524,2006-03-09,TMIN,-85
UPM00034524,2006-03-09,TMAX,-56
UPM00034524,2006-04-06,TMAX,150
UPM00034524,2005-08-22,TMIN,126
UPM00034524,2006-04-06,TMIN,30
UPM00034519,2005-03-31,TMIN,-61
UPM00034524,2005-03-13,TMIN,-3
UPM00034524,2005-03-13,TMAX,60
UPM00034519,2012-07-02,TMAX,282
UPM00034519,2012-07-02,TMIN,139
UPM00034519,2007-08-11,TMIN,141
UPM00034519,2006-01-25,TMAX,-128
UPM00034519,2009-10-11,TMAX,171
UPM00034519,2009-10-11,TMIN,71
UPM00034519,2011-05-22,TMIN,140
UPM00034519,2011-05-22,TMAX,254
UPM00034519,2008-07-23,TMIN,179
UPM00034519,2006-01-19,TMAX,-146
UPM00034519,2008-07-23,TMAX,331
UPM00034524,2006-08-01,TMAX,282
UPM00034524,2006-12-19,TMAX,21
UPM00034519,2006-10-11,TMAX,152
UPM00034519,2011-01-30,TMAX,-31
UPM00034519,2006-10-11,TMIN,38
UPM00034519,2012-12-28,TMAX,11
UPM00034519,2005-03-14,TMIN,-2
UPM00034519,2009-08-19,TMAX,305
UPM00034519,2009-08-19,TMIN,149
UPM00034519,2005-03-14,TMAX,33
UPM00034519,2009-02-27,TMIN,-50
UPM00034524,2005-02-03,TMIN,-159
UPM00034524,2005-02-03,TMAX,-94
UPM00034519,2005-02-18,TMIN,9
UPM00034519,2009-11-30,TMAX,98
UPM00034524,2005-11-02,TMIN,32
UPM00034519,2007-08-14,TMAX,295
UPM00034524,2005-11-02,TMAX,92
UPM00034519,2007-08-14,TMIN,223
UPM00034524,2005-09-23,TMIN,99
UPM00034524,2005-09-23,TMAX,211
UPM00034519,2010-09-02,TMAX,236
UPM00034519,2011-01-03,TMIN,-42
UPM00034519,2010-05-26,TMAX,214
UPM00034524,2006-08-01,TMIN,182
UPM00034524,2014-11-04,TMIN,-63
UPM00034519,2006-01-19,TMIN,-189
UPM00034519,2006-01-25,TMIN,-262
UPM00034519,2005-07-01,TMIN,144
UPM00034519,2013-06-09,TMAX,284
UPM00034524,2005-08-25,TMAX,268
UPM00034524,2005-08-25,TMIN,142
UPM00034519,2012-09-12,TMAX,230
UPM00034519,2012-09-12,TMIN,104
UPM00034524,2006-09-28,TMIN,102
UPM00034519,2007-08-20,TMAX,341
UPM00034519,2011-05-31,TMIN,135
UPM00034524,2009-04-16,TMAX,120
UPM00034519,2011-05-31,TMAX,280
UPM00034519,2014-03-21,TMIN,-3
UPM00034519,2011-09-03,TMIN,106
UPM00034519,2011-09-03,TMAX,249
UPM00034519,2012-08-12,TMAX,327
UPM00034519,2006-08-14,TMAX,346
UPM00034519,2012-08-12,TMIN,173
UPM00034519,2006-08-14,TMIN,210
UPM00034519,2008-09-24,TMIN,95
UPM00034519,2008-09-24,TMAX,105
UPM00034519,2009-07-30,TMIN,166
UPM00034519,2007-03-04,TMAX,36
UPM00034519,2009-07-30,TMAX,286
UPM00034524,2009-04-16,TMIN,35
UPM00034519,2013-06-09,TMIN,135
UPM00034524,2006-01-04,TMAX,-47
UPM00034524,2006-01-04,TMIN,-84
UPM00034524,2015-01-21,TMIN,-10
UPM00034524,2014-11-04,TMAX,47
UPM00034524,2007-02-12,TMIN,10
UPM00034524,2015-01-21,TMAX,-2
UPM00034519,2010-01-15,TMIN,-17
UPM00034524,2005-01-04,TMIN,-23
UPM00034519,2010-01-15,TMAX,-11
UPM00034519,2006-07-21,TMIN,99
UPM00034519,2013-11-08,TMIN,43
UPM00034519,2013-11-08,TMAX,102
UPM00034524,2005-08-13,TMIN,116
UPM00034524,2006-06-23,TMIN,181
UPM00034524,2005-08-13,TMAX,250
UPM00034519,2006-09-15,TMAX,232
UPM00034519,2012-03-28,TMAX,42
UPM00034519,2012-03-28,TMIN,-14
UPM00034519,2011-05-20,TMAX,262
UPM00034519,2011-05-20,TMIN,130
UPM00034524,2006-04-01,TMIN,40
UPM00034524,2008-01-02,TMIN,-189
UPM00034519,2009-01-22,TMAX,0
UPM00034519,2005-01-15,TMIN,21
UPM00034519,2010-10-09,TMAX,101
UPM00034524,2014-09-15,TMAX,219
UPM00034519,2006-09-15,TMIN,85
UPM00034519,2010-03-05,TMIN,-31
UPM00034524,2006-06-23,TMAX,288
UPM00034524,2014-11-26,TMIN,-97
UPM00034524,2008-03-04,TMIN,-1
UPM00034519,2007-07-12,TMIN,186
UPM00034519,2007-07-12,TMAX,334
UPM00034524,2008-08-01,TMIN,130
UPM00034524,2005-11-24,TMIN,-27
UPM00034519,2011-04-30,TMIN,101
UPM00034519,2012-09-02,TMAX,214
UPM00034519,2011-04-30,TMAX,117
UPM00034524,2005-11-24,TMAX,-5
UPM00034519,2012-09-02,TMIN,90
UPM00034524,2006-12-23,TMIN,-23
UPM00034524,2007-07-19,TMIN,174
UPM00034524,2007-07-19,TMAX,316
UPM00034524,2006-02-14,TMAX,-96
UPM00034524,2006-02-14,TMIN,-156
UPM00034519,2005-07-22,TMIN,169
UPM00034519,2005-03-28,TMIN,11
UPM00034519,2011-06-04,TMAX,280
UPM00034519,2009-11-16,TMIN,14
UPM00034524,2005-12-10,TMAX,21
UPM00034519,2009-11-16,TMAX,64
UPM00034524,2005-12-10,TMIN,-39
UPM00034519,2005-03-25,TMIN,-80
UPM00034524,2009-05-15,TMIN,66
UPM00034519,2005-03-25,TMAX,42
UPM00034524,2014-09-07,TMIN,123
UPM00034519,2011-02-07,TMAX,21
UPM00034524,2006-06-07,TMIN,145
UPM00034519,2013-10-01,TMAX,96
UPM00034524,2012-09-18,TMAX,231
UPM00034524,2006-06-07,TMAX,247
UPM00034524,2012-09-18,TMIN,100
UPM00034519,2012-09-05,TMIN,125
UPM00034519,2012-09-05,TMAX,217
UPM00034519,2010-11-27,TMAX,90
UPM00034524,2005-03-18,TMIN,12
UPM00034519,2009-06-11,TMAX,334
UPM00034519,2009-06-11,TMIN,186
UPM00034519,2012-07-18,TMIN,122
UPM00034519,2012-07-18,TMAX,255
UPM00034524,2005-03-18,TMAX,82
UPM00034519,2013-06-12,TMAX,305
UPM00034519,2013-06-12,TMIN,170
UPM00034524,2006-03-18,TMIN,-5
UPM00034524,2014-08-14,TMAX,353
UPM00034519,2010-11-12,TMIN,103
UPM00034519,2010-11-12,TMAX,182
UPM00034524,2014-08-14,TMIN,208
UPM00034519,2008-11-12,TMIN,40
UPM00034519,2011-02-07,TMIN,-36
UPM00034524,2014-09-07,TMAX,259
UPM00034524,2006-05-18,TMAX,255
UPM00034524,2006-05-18,TMIN,141
UPM00034524,2009-02-04,TMIN,-84
UPM00034519,2007-08-10,TMIN,173
UPM00034519,2006-09-08,TMIN,110
UPM00034519,2013-08-16,TMAX,310
UPM00034524,2012-09-04,TMAX,270
UPM00034519,2006-05-26,TMAX,226
UPM00034519,2006-05-26,TMIN,131
UPM00034519,2011-09-22,TMAX,250
UPM00034519,2011-09-22,TMIN,87
UPM00034519,2010-07-06,TMAX,282
UPM00034519,2012-03-15,TMAX,-4
UPM00034519,2012-03-15,TMIN,-53
UPM00034524,2012-09-04,TMIN,154
UPM00034519,2010-07-06,TMIN,182
UPM00034519,2010-02-07,TMAX,-72
UPM00034519,2005-09-22,TMAX,210
UPM00034519,2007-12-17,TMIN,-68
UPM00034519,2005-09-22,TMIN,82
UPM00034519,2014-01-30,TMIN,-237
UPM00034519,2014-01-30,TMAX,-185
UPM00034519,2012-11-14,TMAX,65
UPM00034519,2010-02-07,TMIN,-127
UPM00034519,2010-03-14,TMAX,32
UPM00034519,2010-03-14,TMIN,-24
UPM00034519,2013-08-16,TMIN,191
UPM00034524,2007-10-23,TMIN,39
UPM00034519,2009-05-25,TMIN,94
UPM00034519,2014-03-01,TMAX,39
UPM00034519,2011-07-23,TMAX,286
UPM00034519,2014-04-23,TMAX,220
UPM00034519,2014-04-23,TMIN,80
UPM00034519,2011-05-21,TMAX,241
UPM00034519,2005-02-15,TMIN,-5
UPM00034519,2005-02-15,TMAX,28
UPM00034524,2008-07-15,TMAX,326
UPM00034524,2014-08-01,TMAX,315
UPM00034524,2014-08-01,TMIN,194
UPM00034524,2008-07-15,TMIN,210
UPM00034519,2010-01-05,TMAX,-59
UPM00034519,2011-01-03,TMAX,-1
UPM00034519,2010-01-05,TMIN,-141
UPM00034519,2011-12-24,TMAX,-26
UPM00034519,2011-12-24,TMIN,-35
UPM00034524,2014-10-15,TMIN,90
UPM00034519,2014-05-15,TMIN,120
UPM00034519,2014-03-01,TMIN,-63
UPM00034519,2013-01-27,TMAX,-29
UPM00034519,2013-01-27,TMIN,-82
UPM00034519,2014-05-15,TMAX,272
UPM00034519,2011-02-17,TMIN,-208
UPM00034524,2008-11-27,TMIN,-25
UPM00034519,2011-02-17,TMAX,-99
UPM00034524,2014-10-15,TMAX,215
UPM00034519,2008-02-07,TMIN,-38
UPM00034519,2010-03-05,TMAX,50
UPM00034524,2009-02-16,TMAX,27
UPM00034519,2009-10-02,TMAX,202
UPM00034519,2013-09-05,TMAX,140
UPM00034519,2013-09-05,TMIN,95
UPM00034519,2007-07-22,TMAX,328
UPM00034524,2005-02-07,TMAX,-100
UPM00034519,2012-12-01,TMAX,125
UPM00034519,2009-09-19,TMAX,188
UPM00034519,2012-11-03,TMAX,105
UPM00034524,2005-02-24,TMIN,-71
UPM00034519,2012-12-01,TMIN,100
UPM00034519,2006-12-30,TMAX,-26
UPM00034519,2006-12-30,TMIN,-92
UPM00034524,2005-02-24,TMAX,-44
UPM00034524,2005-02-07,TMIN,-199
UPM00034519,2013-09-22,TMIN,90
UPM00034519,2013-09-22,TMAX,150
UPM00034519,2008-11-03,TMIN,90
UPM00034519,2009-06-01,TMIN,158
UPM00034524,2006-08-08,TMIN,229
UPM00034519,2011-03-21,TMIN,-33
UPM00034519,2011-03-21,TMAX,74
UPM00034519,2006-11-13,TMIN,9
UPM00034524,2014-12-04,TMAX,-34
UPM00034519,2009-10-02,TMIN,79
UPM00034524,2014-12-04,TMIN,-153
UPM00034524,2007-05-10,TMIN,65
UPM00034519,2008-11-11,TMIN,0
UPM00034524,2005-04-08,TMIN,58
UPM00034519,2008-07-03,TMIN,124
UPM00034524,2005-07-09,TMIN,150
UPM00034524,2005-07-09,TMAX,242
UPM00034519,2010-07-14,TMIN,210
UPM00034519,2011-06-21,TMIN,148
UPM00034519,2011-06-21,TMAX,231
UPM00034519,2008-09-19,TMIN,113
UPM00034524,2005-01-17,TMIN,-30
UPM00034519,2011-05-12,TMIN,82
UPM00034519,2011-05-12,TMAX,212
UPM00034524,2005-01-17,TMAX,8
UPM00034519,2006-03-14,TMIN,-6
UPM00034519,2013-08-19,TMIN,167
UPM00034519,2013-08-19,TMAX,285
UPM00034519,2009-11-24,TMIN,13
UPM00034519,2006-03-14,TMAX,11
UPM00034519,2010-10-31,TMAX,83
UPM00034519,2009-07-20,TMAX,371
UPM00034519,2009-04-06,TMIN,25
UPM00034519,2009-04-06,TMAX,182
UPM00034519,2009-05-29,TMIN,119
UPM00034524,2009-04-03,TMIN,-30
UPM00034524,2007-05-10,TMAX,175
UPM00034519,2008-01-15,TMIN,-10
UPM00034519,2006-03-24,TMIN,66
UPM00034519,2006-03-24,TMAX,69
UPM00034519,2009-07-25,TMAX,344
UPM00034519,2006-09-26,TMIN,94
UPM00034524,2009-02-20,TMIN,-79
UPM00034519,2009-07-25,TMIN,198
UPM00034519,2010-08-27,TMIN,118
UPM00034524,2005-04-16,TMIN,97
UPM00034524,2009-04-30,TMIN,88
UPM00034524,2005-03-24,TMAX,0
UPM00034524,2005-03-24,TMIN,-75
UPM00034524,2005-02-09,TMAX,-67
UPM00034524,2005-02-09,TMIN,-132
UPM00034519,2009-09-13,TMAX,257
UPM00034524,2006-11-21,TMIN,-47
UPM00034519,2010-08-27,TMAX,278
UPM00034524,2006-11-21,TMAX,-33
UPM00034524,2008-02-26,TMAX,56
UPM00034524,2008-02-26,TMIN,16
UPM00034524,2005-04-16,TMAX,178
UPM00034519,2013-03-27,TMIN,-44
UPM00034519,2009-09-13,TMIN,128
UPM00034519,2012-11-07,TMAX,105
UPM00034524,2006-12-17,TMAX,67
UPM00034524,2005-04-20,TMAX,159
UPM00034519,2006-11-29,TMIN,31
UPM00034519,2006-11-29,TMAX,63
UPM00034519,2007-06-08,TMIN,103
UPM00034524,2007-02-22,TMIN,-169
UPM00034524,2005-12-22,TMAX,-4
UPM00034524,2005-12-22,TMIN,-61
UPM00034524,2014-07-03,TMAX,243
UPM00034524,2014-07-03,TMIN,121
UPM00034519,2012-10-13,TMAX,120
UPM00034519,2012-10-13,TMIN,22
UPM00034519,2013-02-24,TMIN,-76
UPM00034519,2013-02-24,TMAX,12
UPM00034524,2008-04-21,TMIN,94
UPM00034519,2010-06-27,TMAX,316
UPM00034519,2011-11-02,TMAX,95
UPM00034519,2010-07-14,TMAX,326
UPM00034519,2008-02-01,TMIN,-70
UPM00034519,2010-06-27,TMIN,196
UPM00034524,2005-06-25,TMIN,137
UPM00034524,2009-03-20,TMIN,-14
UPM00034519,2011-08-10,TMAX,309
UPM00034524,2008-08-20,TMIN,185
UPM00034524,2014-08-06,TMAX,291
UPM00034519,2011-08-10,TMIN,198
UPM00034519,2012-10-21,TMAX,192
UPM00034519,2012-10-21,TMIN,40
UPM00034519,2009-08-07,TMIN,145
UPM00034519,2009-08-07,TMAX,246
UPM00034524,2005-06-25,TMAX,250
UPM00034524,2005-04-20,TMIN,85
UPM00034524,2006-08-13,TMAX,355
UPM00034519,2009-07-04,TMIN,169
UPM00034519,2006-03-06,TMIN,-9
UPM00034519,2010-01-26,TMAX,-153
UPM00034519,2010-01-26,TMIN,-257
UPM00034519,2011-02-19,TMIN,-188
UPM00034519,2014-03-04,TMIN,23
UPM00034519,2011-10-08,TMAX,237
UPM00034519,2011-10-08,TMIN,118
UPM00034519,2005-11-14,TMIN,-57
UPM00034524,2005-01-27,TMIN,-113
UPM00034519,2011-01-20,TMIN,-133
UPM00034519,2006-11-04,TMIN,-10
UPM00034519,2014-04-13,TMIN,30
UPM00034519,2009-01-17,TMIN,17
UPM00034524,2008-02-07,TMIN,-46
UPM00034519,2014-04-13,TMAX,66
UPM00034519,2005-04-03,TMAX,75
UPM00034519,2011-11-15,TMIN,-16
UPM00034519,2011-11-15,TMAX,-6
UPM00034519,2011-01-13,TMIN,-68
UPM00034524,2005-10-29,TMAX,10
UPM00034524,2005-05-31,TMIN,211
UPM00034524,2005-05-31,TMAX,336
UPM00034524,2005-01-27,TMAX,-67
UPM00034519,2011-02-19,TMAX,-97
UPM00034519,2008-12-05,TMIN,28
UPM00034524,2007-05-29,TMAX,311
UPM00034519,2014-03-27,TMIN,24
UPM00034524,2006-01-13,TMIN,-83
UPM00034519,2011-04-20,TMIN,18
UPM00034519,2011-04-20,TMAX,112
UPM00034524,2015-01-10,TMIN,-93
UPM00034519,2010-08-08,TMAX,381
UPM00034519,2010-08-08,TMIN,221
UPM00034524,2014-12-05,TMAX,-73
UPM00034524,2009-02-24,TMIN,-66
UPM00034519,2007-02-27,TMIN,-147
UPM00034519,2013-10-28,TMAX,135
UPM00034519,2013-10-28,TMIN,82
UPM00034524,2014-12-05,TMIN,-122
UPM00034524,2007-03-03,TMIN,17
UPM00034519,2011-01-20,TMAX,-44
UPM00034524,2008-10-14,TMIN,75
UPM00034519,2005-02-12,TMIN,-135
UPM00034524,2006-03-28,TMIN,23
UPM00034524,2007-05-29,TMIN,209
UPM00034519,2009-03-25,TMIN,30
UPM00034524,2007-01-16,TMIN,-6
UPM00034524,2006-08-06,TMAX,355
UPM00034519,2014-03-27,TMAX,165
UPM00034519,2014-03-04,TMAX,70
UPM00034524,2007-01-16,TMAX,16
UPM00034519,2013-03-06,TMIN,-96
UPM00034519,2013-03-06,TMAX,52
UPM00034519,2010-01-20,TMIN,-127
UPM00034524,2008-09-16,TMAX,145
UPM00034524,2005-11-13,TMAX,4
UPM00034519,2013-09-12,TMAX,223
UPM00034519,2013-09-12,TMIN,119
UPM00034519,2012-04-16,TMIN,106
UPM00034519,2012-04-16,TMAX,222
UPM00034524,2014-11-23,TMIN,-118
UPM00034519,2011-07-27,TMIN,222
UPM00034524,2005-04-08,TMAX,181
UPM00034524,2005-07-29,TMIN,167
UPM00034519,2011-07-27,TMAX,350
UPM00034519,2005-04-13,TMIN,60
UPM00034524,2014-10-19,TMAX,15
UPM00034524,2006-10-07,TMIN,130
UPM00034519,2009-08-04,TMIN,145
UPM00034519,2009-08-04,TMAX,304
UPM00034519,2010-03-29,TMAX,126
UPM00034519,2013-09-20,TMAX,165
UPM00034519,2013-09-20,TMIN,103
UPM00034519,2011-08-27,TMIN,107
UPM00034519,2010-03-29,TMIN,-1
UPM00034519,2005-12-30,TMIN,-4
UPM00034519,2011-08-27,TMAX,255
UPM00034524,2005-11-13,TMIN,-11
UPM00034519,2012-10-05,TMAX,203
UPM00034519,2012-10-05,TMIN,118
UPM00034519,2011-03-19,TMIN,-73
UPM00034524,2005-07-29,TMAX,274
UPM00034524,2005-10-29,TMIN,-45
UPM00034524,2005-01-24,TMIN,-27
UPM00034519,2006-06-10,TMIN,140
UPM00034524,2006-09-15,TMIN,103
UPM00034524,2006-09-15,TMAX,227
UPM00034524,2005-01-24,TMAX,-2
UPM00034519,2011-09-26,TMIN,35
UPM00034519,2011-09-26,TMAX,182
UPM00034524,2005-11-06,TMAX,38
UPM00034519,2011-06-30,TMIN,129
UPM00034519,2009-07-04,TMAX,284
UPM00034519,2011-06-30,TMAX,216
UPM00034519,2013-08-07,TMAX,290
UPM00034519,2007-12-26,TMIN,-71
UPM00034519,2012-08-23,TMIN,96
UPM00034519,2012-08-23,TMAX,292
UPM00034524,2005-11-06,TMIN,-19
UPM00034519,2005-07-09,TMIN,146
UPM00034524,2006-12-07,TMAX,20
UPM00034524,2006-12-07,TMIN,-10
UPM00034519,2012-11-21,TMAX,94
UPM00034519,2013-12-13,TMIN,-138
UPM00034519,2011-03-19,TMAX,41
UPM00034519,2013-08-07,TMIN,155
UPM00034524,2005-01-14,TMAX,57
UPM00034524,2008-09-03,TMIN,117
UPM00034519,2013-03-21,TMIN,-12
UPM00034519,2005-11-28,TMAX,130
UPM00034519,2005-08-24,TMAX,284
UPM00034524,2014-07-10,TMAX,256
UPM00034524,2014-07-10,TMIN,160
UPM00034519,2005-08-24,TMIN,140
UPM00034524,2005-02-17,TMIN,-9
UPM00034519,2014-01-04,TMAX,10
UPM00034524,2005-02-17,TMAX,5
UPM00034519,2007-04-04,TMIN,70
UPM00034519,2009-07-22,TMIN,140
UPM00034519,2009-07-22,TMAX,269
UPM00034519,2005-11-28,TMIN,61
UPM00034519,2011-07-16,TMIN,203
UPM00034519,2011-07-16,TMAX,343
UPM00034519,2008-12-01,TMIN,12
UPM00034524,2008-07-24,TMAX,332
UPM00034524,2008-07-24,TMIN,178
UPM00034519,2013-06-29,TMAX,314
UPM00034519,2010-04-28,TMIN,30
UPM00034519,2009-01-05,TMIN,-174
